Egg_ID,bd_liz_id,toeClip,TissueBox,sex,clutch,egg_encl_ID,mating_encl_ID,current_encl,species,trt,mortality,liz_status,season,date_egg_laid_(day/m/year)),date_egg_laid_(year/m/day),hatch_date_(year/m/day),Hatch_data_(day/m/year),egg_mass,egg_length_mm,egg_width_mm,post_extract_mass,X.reduction,bd_mass_orig,bd_svl_orig_mm,bd_tail_orig_mm,bd_totl_orig,notes,feeding_expt,metabolism,behaviour,feed_date_start,metab_start_date,growth,albumin,
EG476_20,LD476_20,"""0034""",Box 1.27,f,CL141_20,E021_M,,E043_F120,delicata,A-28,0,ALIVE,2020/21,4/12/20,20/12/04,20/12/31,,0.173,8.17,6.31,0.147,0.150289017,0.105,17.465,21.415,38.88,a bit watery,0,0,0,,,,0,
EG477_20,LD477_20,"""0205""",Box 1.27,m,CL141_20,E021_M,,,delicata,C-28,1,DEAD,2020/21,4/12/20,20/12/04,20/12/31,,0.174,7.99,6.41,NA,NA,0.105,17.931,22.277,40.208,Euthanized for brain 27/09/2022,0,0,0,,,,0,
EG478_20,LD478_20,"""2400""",Box 1.28,m,CL141_20,E021_M,,,delicata,C-23,0,ALIVE,2020/21,4/12/20,20/12/04,21/1/16,,0.18,8.23,6.36,NA,NA,0.103,16.135,21.278,37.413,,0,0,0,,,,0,
EG479_20,LD479_20,"""2500""",Box 1.28,f,CL141_20,E021_M,,E049_F120,delicata,A-23,0,ALIVE,2020/21,4/12/20,20/12/04,21/1/15,,0.171,8.16,6.3,0.145,0.152046784,0.106,17.769,20.381,38.15,a bit watery,0,0,0,,,,0,
EG480_20,LD480_20,"""0201""",Box 1.28,f,CL141_20,E021_M,,E052_F120,delicata,A-23,0,ALIVE,2020/21,4/12/20,20/12/04,21/1/16,,0.172,7.84,6.31,0.149,0.13372093,0.096,16.763,21.261,38.024,,0,0,0,,,,0,
EG481_20,NA,,,,CL142_20,E010_M,,,delicata,A-23,1,DEAD,2020/21,4/12/20,20/12/04,,,0.2,8.61,6.69,0.184,0.08,,,,,a bit watery; egg died 18/12/20; embryo,NA,NA,NA,,,,0,
EG482_20,LD482_20,"""2235""",Box 1.25,f,CL142_20,E010_M,,E061,delicata,A-28,0,ALIVE,2020/21,4/12/20,20/12/04,20/12/31,,0.183,8.48,6.26,0.164,0.103825137,0.108,16.728,23.709,40.437,a bit watery,0,0,1,,,,0,
EG483_20,LD483_20,"""0200""",Box 1.26,m,CL142_20,E010_M,,E048_F120,delicata,C-28,0,ALIVE,2020/21,4/12/20,20/12/04,20/12/29,,0.219,9.01,6.75,NA,NA,0.087,15.928,19.802,35.73,,0,0,0,,,,0,
EG484_20,LD484_20,"""0401""",Box 1.26,m,CL143_20,E018_M,,E050_F120,delicata,A-23,0,ALIVE,2020/21,4/12/20,20/12/04,21/1/21,,0.124,8.27,5.02,0.106,0.14516129,0.085,16.115,22.647,38.762,,0,0,0,,,,0,
EG485_20,LD485_20,"""0025""",Box 1.26,m,CL143_20,E018_M,,E046_F120,delicata,A-28,0,ALIVE,2020/21,4/12/20,20/12/04,21/1/05,,0.121,9.13,4.71,0.106,0.123966942,0.094,18.319,24.883,43.202,,0,0,0,,,,0,
EG486_20,LD486_20,"""(234)430""",Box 1.28,f,CL143_20,E018_M,,E053_F120,delicata,C-28,0,ALIVE,2020/21,4/12/20,20/12/04,21/1/03,,0.115,7.52,5.09,NA,NA,0.107,18.099,23.021,41.12,,0,0,0,,,,0,
EG487_20,LD487_20,"""0202""",Box 1.26,f,CL143_20,E018_M,,E036_F120,delicata,C-23,0,ALIVE,2020/21,4/12/20,20/12/04,21/1/21,,0.121,7.46,5.34,NA,NA,0.118,18.389,22.497,40.886,,0,0,0,,,,0,
EG488_20,LD488_20,"""(45)0(35)(35)""",Box 1.26,f,CL144_20,E025_M,,E034_F120,delicata,A-23,0,ALIVE,2020/21,4/12/20,20/12/04,21/1/06,,0.224,8.3,6.92,0.202,0.098214286,0.12,17.708,24.196,41.904,a bit watery,0,0,0,,,,0,
EG489_20,LD489_20,"""5300""",Box 1.26,f,CL145_20,E011_M,,E042_F120,delicata,A-23,0,ALIVE,2020/21,4/12/20,20/12/04,21/1/16,,0.196,9.55,6.1,0.18,0.081632653,0.121,18.782,25.181,43.963,,0,0,0,,,,0,
EG490_20,LD490_20,"""0(13)32""",Box 1.25,f,CL145_20,E011_M,,E061,delicata,A-28,0,ALIVE,2020/21,4/12/20,20/12/04,21/1/01,,0.208,9.13,6.5,0.19,0.086538462,0.111,,,,"Escaped 03/02, possible mix-up with LD384, LD490, LD347",0,0,1,,,,0,
EG491_20,LD491_20,,Box 1.23,,CL145_20,E011_M,,,delicata,C-23,0,ALIVE,2020/21,4/12/20,20/12/04,21/1/18,,0.218,8.69,6.76,NA,NA,0.121,17.23,25.503,42.733,Lost tail during feeding assay ,0,0,0,,,,0,
EG492_20,LD492_20,"""0550""",Box 1.28,f,CL146_20,E016_M,,E033_F120,delicata,C-23,0,ALIVE,2020/21,7/12/20,20/12/07,21/1/26,,0.152,9.17,5.59,NA,NA,0.12,17.984,24.721,42.705,,0,0,0,,,,0,
EG493_20,LD493_20,"""25(13)0""",Box 1.25,f,CL146_20,E016_M,,E020_M,delicata,C-28,0,ALIVE,2020/21,7/12/20,20/12/07,21/1/07,,0.139,9.05,5.19,NA,NA,0.124,17.979,25.417,43.396,,0,0,1,,,,0,
EG494_20,NA,,,,CL146_20,E016_M,,,delicata,A-28,1,DEAD,2020/21,7/12/20,20/12/07,,,0.147,9,5.35,0.132,0.102040816,,,,,a bit of blood; egg died 3/1/21,NA,NA,NA,,,,0,
EG495_20,LD495_20,"""5500""",Box 1.25/Box 1.26,m,CL146_20,E016_M,,E036_F120,delicata,A-23,0,ALIVE,2020/21,7/12/20,20/12/07,21/1/22,,0.14,8.92,5.3,0.126,0.1,0.129,18.389,22.604,40.993,watery (not successful),0,0,0,,,,0,
EG496_20,LD496_20,"""(15)03(23)""",Box 1.24,,CL147_20,E024_M,,E020_F120,delicata,C-28,0,ALIVE,2020/21,7/12/20,20/12/07,20/12/29,,0.235,8.03,7.05,NA,NA,0.124,18.369,23.533,41.902,,0,0,1,,,,0,
EG497_20,LD497_20,"""2030""",Box 1.26,f,CL147_20,E024_M,,E039_F120,delicata,A-28,0,ALIVE,2020/21,7/12/20,20/12/07,20/12/29,,0.22,8.15,7.16,0.195,0.113636364,0.123,19.09,25.828,44.918,,0,0,0,,,,0,
EG498_20,LD498_20,"""0024""",Box 1.28,f,CL148_20,E028_M,,E052_F120,delicata,C-23,0,ALIVE,2020/21,7/12/20,20/12/07,21/1/21,,0.17,8.2,6.16,NA,NA,0.102,17.932,24.616,42.548,,0,0,0,,,,0,
EG499_20,NA,,,,CL148_20,E028_M,,,delicata,A-23,1,DEAD,2020/21,7/12/20,20/12/07,,,0.178,8.02,6.36,0.152,0.146067416,,,,,watery; egg died 17/2/21 - embryo,0,0,0,,,,0,
EG500_20,LD500_20,"""(All)00(123)""",Box 1.26,m,CL148_20,E028_M,,E044_F120,delicata,A-23,0,ALIVE,2020/21,7/12/20,20/12/07,21/1/04,,0.175,8.22,6.3,0.158,0.097142857,0.099,17.61,22.716,40.326,watery,0,0,0,,,,0,
EG501_20,LD501_20,"""0045""",Box 1.26,f,CL148_20,E028_M,,E050_F120,delicata,C-23,0,ALIVE,2020/21,7/12/20,20/12/07,21/1/23,,0.176,8.5,6.19,NA,NA,0.117,19.092,26.05,45.142,,0,0,0,,,,0,
EG502_20,LD502_20,"""3(All)04""",Box 1.26,,CL149_20,E010_M,,E034_F120,delicata,C-23,0,ALIVE,2020/21,7/12/20,20/12/07,21/1/24,,0.135,7.38,6,NA,NA,0.108,18.436,23.702,42.138,,0,0,0,,,,0,
EG503_20,LD503_20,"""0(13)30""",Box 1.25,f,CL149_20,E010_M,,E029_F120,delicata,C-28,0,ALIVE,2020/21,7/12/20,20/12/07,21/1/05,,0.128,7.43,5.69,NA,NA,0.093,17.646,22.48,40.126,,0,0,1,,,,0,
EG504_20,LD504_20,"""5050""",Box 1.26,m,CL149_20,E010_M,,E040_F120,delicata,A-28,0,ALIVE,2020/21,7/12/20,20/12/07,21/1/03,,0.133,7.44,6.12,0.106,0.203007519,0.083,15.603,22.672,38.275,"OK, BUT BIT WATERY",0,0,0,,,,0,
EG505_20,,?,,,CL149_20,E010_M,,,delicata,A-28,1,UNKNOWN,2020/21,7/12/20,20/12/07,,,NA,NA,NA,NA,NA,,,,,Forzen for hormones; quite late stage embryo. Female held onto eggs for a while. Too dry? ,NA,NA,NA,,,,0,
EG506_20,NA,,,,CL149_20,E010_M,,,delicata,A-23,1,DEAD,2020/21,7/12/20,20/12/07,,,0.126,7.71,5.79,0.112,0.111111111,,,,,watery; egg died 31/12/20,0,0,0,,,,0,
EG507_20,LD507_20,"""0502""",Box 1.27,f,CL150_20,E021_M,,E048_F120,delicata,A-23,0,ALIVE,2020/21,7/12/20,20/12/07,21/1/24,,0.168,8.31,6.35,0.145,0.136904762,0.104,17.887,22.416,40.303,,0,0,0,,,,0,
EG508_20,LD508_20,"""0110""",Box 1.28,m,CL150_20,E021_M,,,delicata,C-28,0,ALIVE,2020/21,7/12/20,20/12/07,21/1/06,,0.161,7.64,6.37,NA,NA,0.111,17.392,20.024,37.416,"lost tail, in the photo is in the side",0,0,0,,,,0,
EG509_20,LD509_20,"""4001""",Box 1.26/Box 1.28,m,CL150_20,E021_M,,E033_F120,delicata,C-23,0,ALIVE,2020/21,7/12/20,20/12/07,21/1/25,,0.158,8.14,6.21,NA,NA,0.086,17.244,23.421,40.665,,0,0,0,,,,0,
EG510_20,LD510_20,"""(34)000""",Box 1.28,f,CL150_20,E021_M,,E051_F120,delicata,A-28,0,ALIVE,2020/21,7/12/20,20/12/07,21/1/06,,0.174,7.86,6.38,0.151,0.132183908,0.099,17.789,23.77,41.559,very watery,0,0,0,,,,0,
EG511_20,NA,,,,CL151_20,E030_M,,,delicata,A-28,1,DEAD,2020/21,7/12/20,20/12/07,,,0.139,7.52,5.87,0.117,0.158273381,,,,,egg died 8/1/21,0,0,0,,,,0,
EG512_20,LD512_20,,,,CL151_20,E030_M,,,delicata,A-23,0,ALIVE,2020/21,7/12/20,20/12/07,21/1/24,,0.135,7.8,5.69,0.112,0.17037037,0.113,18.255,22.703,40.958,,0,0,0,,,,0,
EG513_20,LD513_20,"""4020""",Box 1.26,m,CL151_20,E030_M,,E038_F120,delicata,A-23,0,ALIVE,2020/21,7/12/20,20/12/07,21/1/22,,0.136,7.52,5.79,0.118,0.132352941,0.092,18.33,21.981,40.311,,0,0,0,,,,0,
EG514_20,LD514_20,"""0420""",Box 1.27,f,CL151_20,E030_M,,E048_F120,delicata,C-28,0,ALIVE,2020/21,7/12/20,20/12/07,21/1/06,,0.134,7.78,5.57,NA,NA,0.127,18.726,24.207,42.933,,0,0,0,,,,0,
EG515_20,LD515_20,"""0033""",Box 1.26,m,CL151_20,E030_M,,E038_F120,delicata,C-23,0,ALIVE,2020/21,7/12/20,20/12/07,21/1/22,,0.126,7.81,5.54,NA,NA,0.093,18.311,23.505,41.816,,0,0,0,,,,0,
EG516_20,LD516_20,"""1300""",Box 1.26,m,CL151_20,E030_M,,E040_F120,delicata,A-23,0,ALIVE,2020/21,7/12/20,20/12/07,21/1/23,,0.131,7.77,5.72,0.112,0.145038168,0.092,17.775,22.378,40.153,,0,0,0,,,,0,
EG517_20,LD517_20,"""0240""",Box 1.26,f,CL152_20,E019_M,,E051_F120,delicata,C-23,0,ALIVE,2020/21,7/12/20,20/12/07,21/1/25,,0.14,8.28,5.79,NA,NA,0.088,18.441,24.47,42.911,,0,0,0,,,,0,
EG518_20,LD518_20,"""3010""",Box 1.27,f,CL152_20,E019_M,,E048_F120,delicata,C-28,0,ALIVE,2020/21,7/12/20,20/12/07,21/1/06,,0.141,8.42,5.76,NA,NA,0.106,17.612,24.244,41.856,,0,0,0,,,,0,
EG519_20,LD519_20,"""5002""",Box 1.28,m,CL152_20,E019_M,,E033_F120,delicata,A-23,0,ALIVE,2020/21,7/12/20,20/12/07,21/1/26,,0.127,8.8,5.33,0.114,0.102362205,0.1,17.953,24.166,42.119,watery,0,0,0,,,,0,
EG520_20,LD520_20,"""0310""",Box 1.27,m,CL152_20,E019_M,,,delicata,A-28,1,DEAD,2020/21,7/12/20,20/12/07,21/1/06,,0.137,8.76,5.61,0.124,0.094890511,0.102,18.552,24.928,43.48,watery; euthanized for brains 26/09/2022,0,0,0,,,,0,
EG521_20,LD521_20,"""5200""",Box 1.27,f,CL153_20,E012_M,,E047_F120,delicata,A-28,0,ALIVE,2020/21,7/12/20,20/12/07,21/1/06,,0.16,9.88,5.43,0.133,0.16875,0.128,18.471,23.576,42.047,,0,0,0,,,,0,
EG522_20,LD522_20,"""5100""",Box 1.26,m,CL153_20,E012_M,,E041_F120,delicata,C-28,0,ALIVE,2020/21,7/12/20,20/12/07,21/1/06,,0.149,9.5,5.45,NA,NA,0.132,18.105,26.128,44.233,,0,0,0,,,,0,
EG523_20,NA,,,,CL153_20,E012_M,,,delicata,A-23,1,DEAD,2020/21,7/12/20,20/12/07,,,0.16,9.99,5.55,0.14,0.125,,,,,"some blood vessel in hormone sample; egg died 26 Jan 21, full embryo",0,0,0,,,,0,
EG524_20,LD524_20,"""2003""",Box 1.27,m,CL154_20,E014_M,,,delicata,A-23,0,ALIVE,2020/21,7/12/20,20/12/07,21/1/22,,0.148,8.14,6.17,0.126,0.148648649,0.078,16.619,20.472,37.091,,0,0,0,,,,0,
EG525_20,LD525_20,"""2300""",Box 1.27,m,CL154_20,E014_M,,,delicata,A-28,0,ALIVE,2020/21,7/12/20,20/12/07,21/1/04,,0.159,8.14,6.03,0.135,0.150943396,0.03,16.811,20.292,37.103,little watery,0,0,0,,,,0,
EG526_20,LD526_20,"""0150""",Box 1.26,m,CL154_20,E014_M,,,delicata,C-23,0,ALIVE,2020/21,7/12/20,20/12/07,21/1/24,,0.145,8.18,6.19,NA,NA,0.111,17.644,23.816,41.46,,0,0,0,,,,0,
EG527_20,LD527_20,"""5400""",Box 1.27,m,CL154_20,E014_M,,E052_F120,delicata,C-28,0,ALIVE,2020/21,7/12/20,20/12/07,21/1/05,,0.155,8.3,6.11,NA,NA,0.112,19.174,24.144,43.318,,0,0,0,,,,0,
EG528_20,NA,,,,CL155_20,E031_M,,,delicata,C-23,1,DEAD,2020/21,7/12/20,20/12/07,,,0.137,8.01,5.67,NA,NA,,,,,Egg died 24/1/21- full embryo,0,0,0,,,,0,
EG529_20,LD529_20,"""0404""",Box 1.27,m,CL155_20,E031_M,,,delicata,A-28,1,DEAD,2020/21,7/12/20,20/12/07,21/1/04,,0.148,8.39,6.04,0.131,0.114864865,0.096,18.027,20.921,38.948,bit watery; euthanized for brains 19/09/2022,0,0,0,,,,0,
EG530_20,LD530_20,"""2002""",Box 1.27,m,CL155_20,E031_M,,,delicata,A-28,1,DEAD,2020/21,7/12/20,20/12/07,21/1/05,,0.147,7.64,6.03,0.128,0.129251701,0.09,18.365,23.032,41.397,Euthanised for brain 23/09/2022,0,0,0,,,,0,
EG531_20,LD531_20,"""0041""",Box 1.26,m,CL155_20,E031_M,,E042_F120,delicata,A-23,0,ALIVE,2020/21,7/12/20,20/12/07,21/1/21,,0.14,8.55,6,0.123,0.121428571,0.087,16.808,19.375,36.183,,0,0,0,,,,0,
EG532_20,LD532_20,"""04(34)4""",Box 1.25,,CL155_20,E031_M,,E025_F120,delicata,C-28,0,ALIVE,2020/21,7/12/20,20/12/07,21/1/04,,0.143,8.01,6.17,NA,NA,0.108,16.881,24.463,41.344,,0,0,1,,,,0,
EG533_20,LG533_20,"""3500""",Box 1.28,m,CL156_20,E005_M,,E055_F120,guichenoti,A-23,0,ALIVE,2020/21,9/12/20,20/12/09,21/2/01,,0.18,9.83,5.95,0.165,0.083333333,0.149,20.025,26.441,46.466,,0,0,0,,,,0,
EG534_20,NA,,,,CL157_20,E003_M,,,guichenoti,A-23,1,DEAD,2020/21,9/12/20,20/12/09,,,0.207,8.43,6.69,0.195,0.057971014,,,,,"difficult to extract; egg died 13/2/21; embryo, but mouldy throughout incubation",0,0,0,,,,0,
EG535_20,NA,,,,CL157_20,E003_M,,,guichenoti,A-28,1,DEAD,2020/21,9/12/20,20/12/09,,,0.213,9.73,6.41,0.194,0.089201878,,,,,egg died 19/ 12/20,NA,NA,NA,,,,0,
EG536_20,LG536_20,"""5020""",Box 1.26,f,CL157_20,E003_M,,E031_F120,guichenoti,C-28,0,ALIVE,2020/21,9/12/20,20/12/09,21/1/07,,0.224,8.53,7.01,NA,NA,0.174,20.904,26.291,47.195,,0,0,0,,,,0,
EG537_20,LD537_20,"""0500""",Box 1.27,m,CL158_20,E018_M,,,delicata,A-23,0,ALIVE,2020/21,9/12/20,20/12/09,21/1/26,,0.125,8.44,5.26,0.111,0.112,0.11,17.763,21.821,39.584,,0,0,0,,,,0,
EG538_20,LD538_20,"""5025""",Box 1.26,m,CL158_20,E018_M,,E044_F120,delicata,A-28,0,ALIVE,2020/21,9/12/20,20/12/09,21/1/07,,0.13,8.76,5.44,0.114,0.123076923,0.106,17.7,23.208,40.908,,0,0,0,,,,0,
EG539_20,LD539_20,"""0042""",Box 1.27,f,CL158_20,E018_M,,E043_F120,delicata,C-23,0,ALIVE,2020/21,9/12/20,20/12/09,21/1/27,,0.12,8.13,5.01,NA,NA,0.121,18.589,23.289,41.878,,0,0,0,,,,0,
EG540_20,,?,,,CL158_20,E018_M,,,delicata,C-28,1,UNKNOWN,2020/21,9/12/20,20/12/09,,,NA,NA,NA,NA,NA,,,,,Frozen for hormone analysis,NA,NA,NA,,,,0,
EG541_20,NA,,,,CL159_20,E030_M,,,delicata,NA,1,DEAD,2020/21,11/12/20,20/12/11,,,NA,NA,NA,NA,NA,,,,,Frozen for hormone analysis,NA,NA,NA,,,,0,
EG542_20,NA,,,,CL159_20,E030_M,,,delicata,NA,1,DEAD,2020/21,11/12/20,20/12/11,,,NA,NA,NA,NA,NA,,,,,Frozen for hormone analysis,NA,NA,NA,,,,0,
EG543_20,NA,,,,CL159_20,E030_M,,,delicata,NA,1,DEAD,2020/21,11/12/20,20/12/11,,,NA,NA,NA,NA,NA,,,,,Frozen for hormone analysis,NA,NA,NA,,,,0,
EG544_20,NA,,,,CL159_20,E030_M,,,delicata,NA,1,DEAD,2020/21,11/12/20,20/12/11,,,NA,NA,NA,NA,NA,,,,,Frozen for hormone analysis,NA,NA,NA,,,,0,
EG545_20,LG545_20,"""4001""",Box 1.28,m,CL160_20,E004_M,,E032_F120,guichenoti,A-23,1,ALIVE,2020/21,11/12/20,20/12/11,21/1/30,,0.23,9.84,6.58,0.201,0.126086957,0.168,20.409,24.077,44.486,dropped tail when condensed toe-clipping,0,0,0,,,,0,
EG546_20,LG546_20,"""3000""",Box 1.28,f,CL160_20,E004_M,,E060_F120,guichenoti,A-28,0,ALIVE,2020/21,11/12/20,20/12/11,21/1/11,,0.21,9.22,6.72,0.186,0.114285714,0.141,19.635,24.93,44.565,,0,0,0,,,,0,
EG547_20,LG547_20,"""0040""",Box 1.28,m,CL160_20,E004_M,,E059_F120,guichenoti,C-23,0,ALIVE,2020/21,11/12/20,20/12/11,21/2/01,,0.208,9.22,6.92,NA,NA,0.159,20.345,24.385,44.73,,0,0,0,,,,0,
EG548_20,LG548_20,"""2522""",Box 1.25,f,CL161_20,E001_M,,E026_F120,guichenoti,A-28,0,ALIVE,2020/21,11/12/20,20/12/11,21/1/10,,0.188,8.5,6.23,0.157,0.164893617,0.114,17.986,25.384,43.37,"bit watery, but got yolk, photo with LD, not LG",0,0,1,,,,0,
EG549_20,LG549_20,"""5000""",Box 1.25,,CL161_20,E001_M,,E028_F120,guichenoti,C-28,1,MISSING,2020/21,11/12/20,20/12/11,21/1/10,,0.206,8.74,6.8,NA,NA,0.138,19.257,27.443,46.7,"photo with LD, not LG",0,0,1,,,,0,
EG550_20,NA,,,,CL162_20,E027_M,,,delicata,NA,1,DEAD,2020/21,13/12/20,20/12/13,,,NA,NA,NA,NA,NA,,,,,Frozen for hormone analysis,NA,NA,NA,,,,0,
EG551_20,NA,,,,CL162_20,E027_M,,,delicata,NA,1,DEAD,2020/21,13/12/20,20/12/13,,,NA,NA,NA,NA,NA,,,,,Frozen for hormone analysis,NA,NA,NA,,,,0,
EG552_20,NA,,,,CL162_20,E027_M,,,delicata,NA,1,DEAD,2020/21,13/12/20,20/12/13,,,NA,NA,NA,NA,NA,,,,,Frozen for hormone analysis,NA,NA,NA,,,,0,
EG553_20,NA,,,,CL162_20,E027_M,,,delicata,NA,1,DEAD,2020/21,13/12/20,20/12/13,,,NA,NA,NA,NA,NA,,,,,Frozen for hormone analysis,NA,NA,NA,,,,0,
EG554_20,NA,,,,CL162_20,E027_M,,,delicata,NA,1,DEAD,2020/21,13/12/20,20/12/13,,,NA,NA,NA,NA,NA,,,,,Frozen for hormone analysis,NA,NA,NA,,,,0,
EG555_20,NA,,,,CL163_20,E025_M,,,delicata,NA,1,DEAD,2020/21,13/12/20,20/12/13,,,NA,NA,NA,NA,NA,,,,,Frozen for hormone analysis,NA,NA,NA,,,,0,
EG556_20,NA,,,,CL163_20,E025_M,,,delicata,NA,1,DEAD,2020/21,13/12/20,20/12/13,,,NA,NA,NA,NA,NA,,,,,Frozen for hormone analysis,NA,NA,NA,,,,0,
EG557_20,NA,,,,CL163_20,E025_M,,,delicata,NA,1,DEAD,2020/21,13/12/20,20/12/13,,,NA,NA,NA,NA,NA,,,,,Frozen for hormone analysis,NA,NA,NA,,,,0,
EG558_20,NA,,,,CL163_20,E025_M,,,delicata,NA,1,DEAD,2020/21,13/12/20,20/12/13,,,NA,NA,NA,NA,NA,,,,,Frozen for hormone analysis,NA,NA,NA,,,,0,
EG559_20,NA,,,,CL163_20,E025_M,,,delicata,NA,1,DEAD,2020/21,13/12/20,20/12/13,,,NA,NA,NA,NA,NA,,,,,Frozen for hormone analysis,NA,NA,NA,,,,0,
EG560_20,LG560_20,"""(All)43(235)""",Box 1.26,m,CL164_20,E001_M,,E0.,guichenoti,C-23,0,ALIVE,2020/21,13/12/20,20/12/13,21/2/04,,0.15,9.88,5.26,NA,NA,0.131,19.405,22.898,42.303,,0,0,0,,,,0,
EG561_20,LG561_20,"""0210""",Box 1.28,f,CL164_20,E001_M,,E055_F120,guichenoti,A-23,0,ALIVE,2020/21,13/12/20,20/12/13,21/2/03,,0.152,10,5.15,0.135,0.111842105,0.143,18.818,22.476,41.294,,0,0,0,,,,0,
EG562_20,LG562_20,"""0505""",Box 1.28,f,CL165_20,E002_M,,E059_F120,guichenoti,A-23,0,ALIVE,2020/21,18/12/20,20/12/18,21/2/07,,0.22,9.31,6.84,0.197,0.104545455,0.145,18.148,24.411,42.559,,0,0,0,,,,0,
EG563_20,LG563_20,"""(15)(45)00""",Box 1.28,f,CL165_20,E002_M,,E056_F120,guichenoti,A-28,0,ALIVE,2020/21,18/12/20,20/12/18,21/1/19,,0.226,9.84,6.68,0.204,0.097345133,0.164,20.248,25.685,45.933,,0,0,0,,,,0,
EG564_20,LG564_20,"""0501""",Box 1.28,f,CL165_20,E002_M,,E059_F120,guichenoti,C-28,0,ALIVE,2020/21,18/12/20,20/12/18,21/1/18,,0.196,8.93,6.7,0.178,0.091836735,0.146,18.16,23.332,41.492,,0,0,0,,,,0,
EG565_20,LG565_20,"""2010""",Box 1.28,m,CL166_20,E002_M,,E060_F120,guichenoti,C-23,0,ALIVE,2020/21,18/12/20,20/12/18,21/2/12,,0.142,9.77,5.21,NA,NA,0.157,20.113,24.631,44.744,not good egg really odd looking,0,0,0,,,,0,
EG566_20,LG566_20,"""2001""",Box 1.28,m,CL166_20,E002_M,,E056_F120,guichenoti,A-23,0,ALIVE,2020/21,18/12/20,20/12/18,21/2/12,,0.128,8.8,5.05,0.115,0.1015625,0.138,19.739,24.763,44.502,,0,0,0,,,,0,
EG567_20,NA,,,,CL166_20,E002_M,,,guichenoti,A-28,1,DEAD,2020/21,18/12/20,20/12/18,,,0.131,9.33,5.44,0.111,0.152671756,,,,,"not best, got some yolk, but little blood; egg die 29/12/20",NA,NA,NA,,,,0,
EG568_20,LD568_20,"""4003""",Box 1.26,f,CL167_20,E043_M,,E036_F120,delicata,C-28,0,ALIVE,2020/21,18/12/20,20/12/18,21/1/14,,0.175,8.58,6.33,NA,NA,0.114,17.197,23.642,40.839,"Note that this was said to be a guich, but is a delicata",0,0,0,,,,0,
EG569_20,NA,,,,CL168_20,E012_M,,,delicata,NA,1,DEAD,2020/21,18/12/20,20/12/18,,,NA,NA,NA,NA,NA,,,,,Frozen for hormone analysis,NA,NA,NA,,,,0,
EG570_20,NA,,,,CL168_20,E012_M,,,delicata,NA,1,DEAD,2020/21,18/12/20,20/12/18,,,NA,NA,NA,NA,NA,,,,,Frozen for hormone analysis,NA,NA,NA,,,,0,
EG571_20,NA,,,,CL168_20,E012_M,,,delicata,NA,1,DEAD,2020/21,18/12/20,20/12/18,,,NA,NA,NA,NA,NA,,,,,Frozen for hormone analysis,NA,NA,NA,,,,0,
EG572_20,NA,,,,CL168_20,E012_M,,,delicata,NA,1,DEAD,2020/21,18/12/20,20/12/18,,,NA,NA,NA,NA,NA,,,,,Frozen for hormone analysis,NA,NA,NA,,,,0,
EG573_20,NA,,,,CL169_20,E022_M,,,delicata,NA,1,DEAD,2020/21,18/12/20,20/12/18,,,NA,NA,NA,NA,NA,,,,,Frozen for hormone analysis,NA,NA,NA,,,,0,
EG574_20,NA,,,,CL169_20,E022_M,,,delicata,NA,1,DEAD,2020/21,18/12/20,20/12/18,,,NA,NA,NA,NA,NA,,,,,Frozen for hormone analysis,NA,NA,NA,,,,0,
EG575_20,NA,,,,CL169_20,E022_M,,,delicata,NA,1,DEAD,2020/21,18/12/20,20/12/18,,,NA,NA,NA,NA,NA,,,,,Frozen for hormone analysis,NA,NA,NA,,,,0,
EG576_20,NA,,,,CL169_20,E022_M,,,delicata,NA,1,DEAD,2020/21,18/12/20,20/12/18,,,NA,NA,NA,NA,NA,,,,,Frozen for hormone analysis,NA,NA,NA,,,,0,
EG577_20,NA,,,,CL169_20,E022_M,,,delicata,NA,1,DEAD,2020/21,18/12/20,20/12/18,,,NA,NA,NA,NA,NA,,,,,Frozen for hormone analysis,NA,NA,NA,,,,0,
EG578_20,NA,,,,CL170_20,E011_M,,,delicata,NA,1,DEAD,2020/21,18/12/20,20/12/18,,,NA,NA,NA,NA,NA,,,,,Frozen for hormone analysis,NA,NA,NA,,,,0,
EG579_20,NA,,,,CL170_20,E011_M,,,delicata,NA,1,DEAD,2020/21,18/12/20,20/12/18,,,NA,NA,NA,NA,NA,,,,,Frozen for hormone analysis,NA,NA,NA,,,,0,
EG580_20,NA,,,,CL170_20,E011_M,,,delicata,NA,1,DEAD,2020/21,18/12/20,20/12/18,,,NA,NA,NA,NA,NA,,,,,Frozen for hormone analysis,NA,NA,NA,,,,0,
EG581_20,NA,,,,CL170_20,E011_M,,,delicata,NA,1,DEAD,2020/21,18/12/20,20/12/18,,,NA,NA,NA,NA,NA,,,,,Frozen for hormone analysis,NA,NA,NA,,,,0,
EG582_20,LG582_20,"""3450""",Box 1.28,f,CL171_20,E001_M,,E057_F120,guichenoti,C-23,0,ALIVE,2020/21,22/12/20,20/12/22,21/2/10,,0.204,8.02,6.65,NA,0.145,NA,19.194,NA,NA,tail tip is invisible,0,0,0,,,,0,
EG583_20,LG583_20,"""0400""",Box 1.28,m,CL171_20,E001_M,,E059_F120,guichenoti,A-23,0,ALIVE,2020/21,22/12/20,20/12/22,21/2/10,,0.217,8.4,6.98,0.194,0.134,NA,19.855,24.829,44.684,,0,0,0,,,,0,
